name,hours,is_used,length
Detalle de transportes realizados,16,0,33
QA,300,0,2
PM,64,0,2
App de escritorio microlocalización,80,0,35
Portal central,300,0,14
website https://clubyoy.com/,80,0,28
CMS,300,0,3
Apis para apps móviles,300,0,22
Aplicación Android,400,0,18
Aplicación iOS,400,0,14
Entregable 1,18,1,12
Entregable 3,12,1,12
Entregable 6,12,1,12
Entregable 4,18,1,12
Entregable 5,16,1,12
Entregable 2,16,1,12
Configuración del proyecto,8,1,26
Splash screen,16,1,13
Login con usuario / clave,8,1,25
Registro con usuario / clave,8,1,28
Login con Facebook,16,1,18
Login con Google,16,1,16
Mi Perfil,8,1,9
Alcancía (Wallet),16,1,17
Historial de actividad,8,1,22
Invitar amigos,8,1,14
Selección de intereses,24,1,22
Selección de ciudad,8,1,19
Pagina principal (slider principal),16,1,35
Pagina principal (Carruseles),24,1,29
Pagina principal (Barra de búsqueda),16,1,36
Listado de Incentivos,16,1,21
Detalle de incentivo,8,1,20
Carrito de compras,40,1,18
Compra de incentivo,16,1,19
Mis compras,16,1,11
Detalle de incentivo comprado,8,1,29
Canje de incentivo comprado,16,1,27
Sorpresas recibidas,24,1,19
YOY Pay,8,1,7
Ingresar monto de pago,24,1,22
Pago completado,8,1,15
Publicación en tiendas,16,1,22
Splash screen,16,1,13
Login con usuario / clave,8,1,25
Registro con usuario / clave,8,1,28
Login con Facebook,16,1,18
Configuración del proyecto,8,1,26
Login con Apple,16,1,15
Mi Perfil,8,1,9
Selección de intereses,24,1,22
Selección de ciudad,8,1,19
Historial de actividad,8,1,22
Pagina principal (slider principal),16,1,35
Pagina principal (Carruseles),24,1,29
Pagina principal (Barra de búsqueda),16,1,36
Listado de Incentivos,16,1,21
Detalle de incentivo,8,1,20
Carrito de compras,40,1,18
Compra de incentivo,16,1,19
Mis compras,16,1,11
Detalle de incentivo comprado,8,1,29
Canje de incentivo comprado,16,1,27
Sorpresas recibidas,24,1,19
YOY Pay,8,1,7
Ingresar monto de pago,24,1,22
Pago completado,8,1,15
Alcancía (Wallet),16,1,17
Invitar amigos,8,1,14
Publicación en tiendas,16,1,22
Entregable 4,48,1,12
Entregable 3,24,1,12
Entregable 1,48,1,12
Entregable 6,24,1,12
Entregable 2,40,1,12
Entregable 5,40,1,12
"Replica de Fase 1 en Fase 2,3,4",16,1,31
Agregar usuario que creo la orden de compra en el Archivo,8,1,57
Desplegar comentario en la OC,8,1,29
Modulo de enviar correos con la OC,8,1,34
Facturas manuales ligarlas a la OC,16,1,34
Log de comentarios Fase 1 a gastos.,16,1,35
Deploy a producción,8,1,19
Configuración del proyecto,8,0,26
Login,8,0,5
Selecciona la competencia a trabajar,16,0,36
Selecciona horario para la alarma diaria,24,0,40
Agregar personas para retroalimentación,16,0,39
Programar la fecha de retroalimentación,16,0,39
Selección de indicador de competencia,16,0,37
Push notifications,16,0,18
Competencias dominadas,16,0,22
Competencias pendientes,16,0,23
Score card,24,0,10
Formulario del evaluador,16,0,24
Publicación en tiendas,24,0,22
Entregable 1,52,0,12
Entregable 2,32,0,12
Entregable 3,24,0,12
CRUD evaluaciones,24,0,17
Configuración del proyecto,8,0,26
Login,8,0,5
Autenticación,8,0,13
Autorización,8,0,12
CRUD compañias,8,0,14
CRUD usuarios,8,0,13
Roles y Permisos,24,0,16
CRUD Competencias,8,0,17
CRUD Indicadores de competencias,8,0,32
Jobs de notificaciones automáticas,24,0,34
Endpoints de score cards,24,0,24
Roles y Permisos,24,0,16
Configuración del proyecto,8,0,26
Login,8,0,5
CRUD compañias,8,0,14
CRUD usuarios,8,0,13
CRUD Indicadores de competencias,16,0,32
CRUD Competencias,8,0,17
Push notifications,16,0,18
CRUD Indicadores de competencias,16,0,32
Reporte de evaluaciones,16,0,23
Detalle de evaluación,8,0,21
Historial de scord cards,16,0,24
"Envío de mensajes, lecturas, video o podcast corto.",16,0,51
Entregable 1,20,0,12
Entregable 2,12,0,12
Entregable 3,8,0,12
Interfaz de Video Llamada Ver mis contactos,16,0,43
Acceso al Sistema (con interface para Validación biométrica del usuario),16,0,72
Interfaz de Video Llamada  Sala de llamada  información de llamada,4,0,66
Interfaz de Video Llamada  Sala de llamada  otras opciones (deshabilitar a los asistentes sin silenciar),8,0,104
Interfaz de Video Llamada  Sala de llamada  finalizar llamado,8,0,61
Interfaz de Video Llamada  Sala de llamada  Generar informe de Votación,8,0,71
Interfaz de Video Llamada Home,8,0,30
Interfaz de Video Llamada Historial de meets (Entrantes/ Perdidos/ Salientes),24,0,77
Interfaz de Video Llamada Configuración General,16,0,47
Configuración del proyecto,8,0,26
Ajuste de plantilla al diseño del cliente,40,0,41
Registro de Usuario (con interface para validación correcta del registro a través de captura de imagen),40,0,103
Interfaz de Video Llamada  Sala de llamada  otras opciones (bloquear/desbloquear meet),8,0,86
Interfaz de Video Llamada  Sala de llamada  agregar asistentes,8,0,62
Interfaz de Video Llamada Configuración Meetings,16,0,48
Interfaz de Video Llamada Unirse a una meet,8,0,43
"Interfaz de Video Llamada Crear una meet (configurar audio, establecer conexión)",8,0,80
Interfaz de Video Llamada Programar una meet,8,0,44
Interfaz de Video Llamada Invitar contactos (usando icalendar),16,0,62
Interfaz de Video Llamada  Sala de llamada,8,0,42
Interfaz de Video Llamada  Sala de llamada  habilitar modo de llamada para el organizador,8,0,89
Interfaz de Video Llamada  Sala de llamada  Habilitar/deshabilitar micrófono,4,0,76
Interfaz de Video Llamada  Sala de llamada  Habilitar/deshabilitar video,8,0,72
Interfaz de Video Llamada Mi información,8,0,40
Interfaz de Video Llamada  Sala de llamada  otras opciones (mostrar mi propia imagen de video),16,0,94
Interfaz de Video Llamada  Sala de llamada  Generar informe PDF asistentes verificados,8,0,86
Interfaz de Video Llamada  Sala de llamada  Generar Formulario Votación,24,0,71
Interfaz de Video Llamada  Sala de llamada  Votar sobre formulario,8,0,66
Interfaz de Video Llamada Cambiar estado,8,0,40
Interfaz de Video Llamada  Sala de llamada  Habilitar/deshabilitar opciones de pantalla (pantalla compartida),16,0,109
Interfaz de Video Llamada  Sala de llamada  grabar meet,8,0,55
Interfaz de Video Llamada  Sala de llamada  otras opciones (mutear a todos),8,0,75
Interfaz de Video Llamada  Sala de llamada  Enviar  informe de Votación,8,0,71
Interfaz de Video Llamada  Sala de llamada  otras opciones (cambiar a llamado por dial),8,0,87
Interfaz de Video Llamada  Sala de llamada  otras opciones (cambiar a app desktop),8,0,82
Interfaz de Video Llamada  Sala de llamada  otras opciones (enviar feedback),8,0,76
Firma Electrónica Digital (integración con API existente),40,0,57
Deploy a producción,8,0,19
PM llamadas en curso,24,0,20
"PM Feedback, Votacion y firma digital",16,0,37
"PM Home, registro y login",16,0,25
PM Inferfaz de llamadas e integración con chime,16,0,47
QA Inferfaz de llamadas e integración con chime,40,0,47
QA llamadas en curso,56,0,20
"QA Home, registro y login",40,0,25
"QA Feedback, Votacion y firma digital",40,0,37
Configuración del proyecto,8,0,26
Mis contactos CRUD,16,0,18
Historial de llamadas,16,0,21
Exportar asistentes,16,0,19
Feedback de llamada,8,0,19
Crud asistentes a llamadas,8,0,26
Formularios de votación,24,0,23
Deploy a producción,8,0,19
Buying Page,8,0,11
Configuración de wordpress,8,0,26
Home page,8,0,9
Selling Page,8,0,12
About us Page,8,0,13
Customers Page,8,0,14
Contact Page,8,0,12
Deploy a producción,8,0,19
Project configuration,8,0,21
Firebase integration for chat,24,0,29
Extra Amenities payments using pay pal,16,0,38
UI Changes,16,0,10
Deploy to production,8,0,20
Notify extra payment in the chat,4,0,32
Contract Implementation,8,0,23
Configuración de proyecto,4,0,25
Landing Page,16,0,12
Deploy a producción,4,0,19
Configuración del proyecto,8,0,26
Login with Google,32,0,17
Login with Email and Password,24,0,29
Home view,40,0,9
Búsqueda de tiendas,16,0,19
Seguir tienda,8,0,13
Dejar de seguir a una tienda,8,0,28
Navegar hacia el e-commerce de la tienda,16,0,40
Publicación en tiendas,40,0,22
PM,22,0,2
QA,40,0,2
Project setup,8,0,13
Actualización de versiones de librerías,24,0,39
Revición de login con tokens,8,0,28
Ocultar registro de horas en la app móvil,8,0,41
Publicación en playstore,8,0,24
Laravel Upgrade,16,0,15
Project setup,8,0,13
Encabezados de columnas se deben mover con el scroll,4,0,52
Tabs de proyectos para inactivos,8,0,32
Desactivar usuarios,8,0,19
Desactivar productores,8,0,22
Filtros en encabezado de columnas,24,0,33
Tabs de fincas inactivas,8,0,24
Tabs de productores inactivos,8,0,29
Deploy a producción,16,0,19
PM Mejoras,20,0,10
QA Mejoras,40,0,10
Configuración del proyecto,8,0,26
Login con Google,24,0,16
Login con Facebook,16,0,18
Registro con usuario y password,16,0,31
Pagos con plataformas de pago (Paypal),40,0,38
Perfil del usuario,8,0,18
Olvidé mi password,8,0,18
CRUD Anuncio de animales,16,0,24
Búsqueda de anuncios,24,0,20
Promocionar anuncio,8,0,19
Deploy a producción,16,0,19
PM entregable 2,16,0,15
PM entregable 1,22,0,15
Perfil del usuario,16,0,18
Configuración del proyecto,8,0,26
Login con Google,16,0,16
Login con Facebook,16,0,18
Pagos con plataformas de pago (Paypal),16,0,38
Olvidé mi password,8,0,18
Registro con usuario y password,8,0,31
Ajustes de diseño html/css,32,0,26
CRUD Anuncio de animales,24,0,24
Búsqueda de anuncios,24,0,20
Promocionar anuncio,8,0,19
QA Entregable 2,50,0,15
QA Entregable 1,60,0,15
Configuración del proyecto,8,1,26
Olvidé contraseña,8,1,17
Login,8,1,5
Pantalla principal con menú principal acorde al role del usuario,8,1,64
Administración de usuarios,24,1,26
Página de configuración,24,1,23
Pantalla de gestión normativa,16,1,29
Pantalla de envío de documento por correo,8,1,41
Ver archivo y su historial,16,1,26
Agregar/Editar archivo,8,1,22
CRUD empresas,40,1,13
Pestaña de Sesiones.,24,1,20
Evaluaciones,24,1,12
Diagnóstico,24,1,11
Revisar Diagnóstico,16,1,19
envío de resultado de Diagnóstico.,8,1,34
Subir Plan de Acción,16,1,20
Revisar Plan de Acción,8,1,22
Seguimiento Plan de Acción,8,1,26
Programación de sesiones y calendario,24,1,37
Asistencia o sesiones,16,1,21
Reporte de Dashboard,24,1,20
Reporte de Empresa,16,1,18
Reporte de Plan de Acción,24,1,25
Reporte de Asesoría,16,1,19
Reporte de Tiempos,16,1,18
Reporte de Cubo de Diagnóstico,40,1,30
Olvidé contraseña,8,1,17
Configuración del proyecto,8,1,26
Login JWT,16,1,9
Crud Usuarios,16,1,13
Crud Roles,8,1,10
Asignar usuarios a roles,16,1,24
Asignar permisos a roles,16,1,24
Asignar permisos a usuarios,16,1,27
Configuración del sistema,8,1,25
Almacenamiento de documentos,24,1,28
Búsqueda de documentos,8,1,22
Enviar documento por correo,8,1,27
CRUD Empresas y detalles,40,1,24
Sesiones,16,1,8
Evaluaciones,40,1,12
Diagnóstico,16,1,11
envío de resultado de Diagnóstico.,16,1,34
Planes de Acción,24,1,16
Programación de sesiones,8,1,24
Consultas para reportes,48,1,23
Actualizar documento,4,1,20
QA Seguridad de pantalla principal,56,1,34
QA Seguimiento de empresa y reportes,86,1,36
QA Gestión documental y catálogo de empresas,48,1,44
QA Formación y Diagnostico,56,1,26
PM Seguridad de pantalla principal,12,1,34
PM Gestión documental y catálogo de empresas,10,1,44
Seguimiento de empresa y reportes,16,1,33
PM Formación y Diagnostico,12,1,26
Configuración del proyecto,8,0,26
Login con usuario y clave,8,0,25
Registro de oferentes,8,0,21
Olvidó su clave,8,0,15
Registro de compradores,24,0,23
CRUD de usuarios para la misma empresa oferente,16,0,47
CRUD Modelos,8,0,12
Agregar vehículos de forma manual,24,0,33
Bloqueo de vehiculos,8,0,20
Comentarios de negociación,24,0,26
Calificación de estrellas y comentarios para Oferentes,8,0,54
Calificación de estrellas y comentarios para Compradores,8,0,56
CRUD Tipos de proveedores,16,0,25
Ver carros sin nombres ni contactos para usuarios no registrados,24,0,64
deploy a producción,8,0,19
Configuración de notificaciones,24,0,31
Oferta del comprador en línea,24,0,29
Creación de subastas,24,0,20
CRUD Marcas,8,0,11
Importar vehículos de Excel,16,0,27
Detalle de subasta,16,0,18
Cordinación de visita,16,0,21
Ver vehículos a la venta,16,0,24
Busqueda de vehículos,24,0,21
Ver detalle del vehículo,24,0,24
PM Seguridad y registro de vehículos,20,0,36
PM Búsqueda y compra de vehículos,24,0,33
PM Detalles finales y puesta en marcha,12,0,38
Configuración del proyecto,8,0,26
Registrar vehículo por foto e inteligencia artificial,160,0,53
Deploy en tienda Android,32,0,24
Deploy en tienda iOS,32,0,20
Calificación de estrellas y comentarios para Oferentes,16,0,54
Calificación de estrellas y comentarios para Oferentes,16,0,54
Buscar vehículos,24,0,16
Registrar vehículo de forma manual,24,0,34
Ver detalles del vehículo,24,0,25
Registro de oferente,24,0,20
Registro de comprador,24,0,21
Login,16,0,5
Ofertar por vehículo,24,0,20
Notificaciones push,16,0,19
Comentarios de negociación,24,0,26
Configuración del proyecto,8,0,26
Deploy a producción,8,0,19
Comentarios de negociación,16,0,26
Registro de oferentes,8,0,21
Registro de compradores,8,0,23
Login con usuario y clave,8,0,25
Permisos y roles,24,0,16
Olvidó su clave,8,0,15
CRUD de usuarios para la misma empresa oferente,8,0,47
CRUD Marcas,8,0,11
CRUD Modelos,8,0,12
CRUD Vehículos,24,0,14
Calificación de estrellas y comentarios para Oferentes,8,0,54
Importar vehículos de Excel,16,0,27
Busqueda de vehículos,8,0,21
Push notifications,32,0,18
CRUD Subastas,32,0,13
Calificación de estrellas y comentarios para Compradores,8,0,56
CRUD Tipos de proveedores,8,0,25
QA Seguridad y registro de vehículos,104,0,36
QA Búsqueda y compra de vehículos,120,0,33
QA Detalles finales y puesta en marcha,60,0,38
Configuración de extensión de encuestas,24,0,39
Configuración de extensión de google maps,32,0,41
Configuración de covertura de delivery,24,0,38
Configuración de proyecto opencart,8,0,34
Ajustes de diseño de opencart,80,0,29
Configuración de pasarela de pagos (Paypal),40,0,43
Configuración de tiendas por paises,24,0,35
QA,48,0,2
PM,24,0,2
PM Seguridad y catálogos,16,0,24
PM Pagos en línea y facturación electrónica,24,0,43
Carrito de compras,40,0,18
Checkout process,32,0,16
Ajustes responsive design,24,0,25
Configuración del proyecto,8,0,26
Pantalla de registro,8,0,20
Pantalla de login,8,0,17
Layout principal,32,0,16
Perfil del usuario,16,0,18
Búsqueda de productos,16,0,21
Configuración de servidores web y bases de datos,8,0,48
Configuración Elastic beanstalk,8,0,31
Configuración de dominio y certificados ssl,8,0,43
Deploy a producción,16,0,19
QA Seguridad y catálogos,80,0,24
QA Pagos en línea y facturación electrónica,120,0,43
Registro con Google,16,0,19
Registro con Facebook,16,0,21
Seguridad y generación de tokens JWT,16,0,36
Sistema de roles y permisos,24,0,27
Perfil de usuario,8,0,17
Configuración del proyecto,8,0,26
Registro Manual,8,0,15
CRUD de productos,24,0,17
Enviar paquete (unicamente registro de la información del envío),16,0,64
Carrito de compras,40,0,18
Envío de confirmación de orden por correo,16,0,41
Detalle de ordenes para administradores,16,0,39
Despacho de ordenes (unicamente registro de la información del envío),16,0,69
Generación de factura electrónica integrando Factun,80,0,51
Envío de confirmación de envío de orden por correo,8,0,50
Integración con el BAC,80,0,22
Reporte de ordenes para administradores,16,0,39
Envío de confirmación de orden por correo,16,0,41
Configuración del proyecto,8,0,26
Configuración de la app (guardar usuario y password de wordpress),16,0,65
Webview con la direccción de wordpress empotrado,8,0,48
Recepción de push notifications y enrutamiento a la ordern adecuada,16,0,67
Publicación en play store,8,0,25
Configuración de AWS + SNS para Android,8,0,39
Editar intent de AWS Lex para enviar el push notification,16,0,57
Configuración inicial de quickbooks,8,0,35
MIgración de datos a quickbooks (los que se puedan),40,0,51
Integración con Factun para factura electrónica,8,0,47
Nóminas,160,0,7
Producción,320,0,10
Nóminas,80,0,7
Producción,160,0,10
AWS Setup,40,0,9
Model development,40,0,17
Model deployment,16,0,16
Labeling,160,0,8
Vehicle counting job,48,0,20
Asyncronous jobs for heavy tasks,48,0,32
Studies CRUD,8,0,12
Export Study to xlsx (Format 1),24,0,31
Export Study to xlsx (Format 2),16,0,31
Project Setup,8,0,13
Users ( Login & Register + Security),16,0,36
Deploy to production,16,0,20
"AWS Configuration (Elastic Beanstalk, domains, workers, etc)",40,0,60
Project Setup,8,0,13
Login,8,0,5
Annotation View,40,0,15
Studies View,8,0,12
Video Uploader (Desktop),48,0,24
Deploy to production,8,0,20
Study setup,40,0,11
Drawing lines for lanes,24,0,23
Configuración inicial de quickbooks,8,0,35
MIgración de datos a quickbooks (los que se puedan),40,0,51
Integración con Factun para factura electrónica,8,0,47
Sincronización de empleados de quickbooks,24,0,41
Sincronización de inventario de quickbooks,24,0,42
CRUD Nóminas,8,0,12
Rebajos salariales individuales,16,0,31
Rebajos salariales en bloque,16,0,28
Generar archivo .txt (BCR),40,0,26
Envío de comprobantes de pago,32,0,29
Sistema de roles y permisos,24,0,27
CRUD Bodegas,8,0,12
Mover productos a bodegas,16,0,25
Crud de recetas,16,0,15
Ordenes de compra,24,0,17
Ordenes de producción,24,0,21
Despacho de producto terminado,24,0,30
Definición de procesos de manufactura,40,0,37
Aprobación de cada etapa del proceso de manufactura,24,0,51
Reporte de pagos historicos,24,0,27
Generación de asientos contables de nómina,32,0,42
Pantalla de syncronización de datos con quickbooks,16,0,50
Sistema de roles y permisos,24,0,27
CRUD Nóminas,16,0,12
Pantalla de pago de nómina,16,0,26
Rebajos salariales individuales,16,0,31
Rebajos salariales en bloque,16,0,28
Reporte de pagos historicos,16,0,27
CRUD Bodegas,16,0,12
Mover productos a bodegas,16,0,25
CRUD Recetas,16,0,12
CRUD ordenes de compra,16,0,22
Proceso de orden de producción,16,0,30
Despacho de producto terminado,16,0,30
Definición de procesos de manufactura,40,0,37
Aprobación de cada etapa del proceso de manufactura,16,0,51
AWS Setup,40,0,9
QA Quickbooks + Hacienda,64,0,24
PM Quickbooks + Hacienda,24,0,24
Project configuration,8,0,21
Text to speach,40,0,14
Speach to text,40,0,14
Chatbot interactions,160,0,20
Deployment on production,16,0,24
Silo relationships,40,0,18
Project configuration,8,0,21
Sign Up workflow,40,0,16
File uploads and Cloud storage setup,40,0,36
Teams Crud,16,0,10
Knowledge CRUD,16,0,14
Dashboard data,40,0,14
Deployment on production,16,0,24
Knowledge CRUD,16,0,14
Main layout,16,0,11
Project configuration,8,0,21
Sign Up wizard,24,0,14
Knowledge view,32,0,14
Teams CRUD,16,0,10
Silo relationships,40,0,18
Search Teams,8,0,12
Search Knowledge,8,0,16
Dashboard,80,0,9
User Dashboard,40,0,14
Capture audio from browser,16,0,26
Send audio to server for processing,16,0,35
Reproduce Videos,16,0,16
Show Images,16,0,11
Deployment on production,16,0,24
Register company country and lat & long position in map,8,0,55
Create dinamic forms,24,0,20
White label functionality,16,0,25
Fill dynamic forms,40,0,18
Adversiting for app,16,0,19
QA,40,0,2
PM,24,0,2
Register company country and lat & long position in map,8,0,55
Center map in company's location,8,0,32
Create dinamic forms for admins,40,0,31
Fill dynamic forms (users),24,0,26
White label functionality,16,0,25
QA,64,0,2
Configuración del proyecto,8,0,26
Crud de proyectos,32,0,17
Crud de tareas,24,0,14
Asignar tareas a usuarios,16,0,25
Actualizar estado de tareas,16,0,27
Integración con CMS(asumiendo que tiene apis disponibles),32,0,57
Reporte de proyectos,8,0,20
Reporte de tareas,8,0,17
Reporte de proyectos (exportar a excel),8,0,39
Reporte de proyectos (exportar a pdf),8,0,37
Reporte de tareas (exoprtar a excel),8,0,36
Reporte de tareas (exoprtar a pdf),8,0,34
Maquetado html,40,0,14
Publicación en producción,8,0,25
Publish in Play Store,24,0,21
Album CRUD,16,0,10
Assign session to album,16,0,23
user can submit a recording to the global feed,8,0,46
Project Setup,8,0,13
Register User,24,0,13
user can invite people for access to a shared album,16,0,51
Login,16,0,5
user can listen to sessions on the global feed,16,0,46
user can search for and add journeys to their sessions.,32,0,55
Record Audio,32,0,12
Show my goals,16,0,13
Scheduled prompt,40,0,16
Free users are limited to X minutes of recording per day.,8,0,57
Speech to Text,32,0,14
Only the first Y seconds of audio is transcribed for free users,8,0,63
Users can increase X and Y by upgrading to a paid plan and/or by inviting friends. (Like Dropbox referrals),24,0,107
user can view public profile of other users,24,0,43
user can search and filter on their timelines including filter by tags,16,0,70
user can add tags to their posts,16,0,32
Update profile,16,0,14
Configure Dropbox backups,24,0,25
Session prompts Crud,24,0,20
user can rate public content,16,0,28
Record Audio on Demand,8,0,22
Invite Friends,16,0,14
User can schedule sessions,40,0,26
Configure aws backups,24,0,21
user can upgrade a specific album,16,0,33
Export audio recordings and transcripts in bulk,32,0,47
user can create their own prompts (text + audio) and set them public or private,24,0,79
user can create their own journeys (series of prompts),32,0,54
Receive and show general push notifications,40,0,43
Configure iCloud backups,24,0,24
user can save their audio recordings to their phone,40,0,51
user can update the meta fields for their podcast,16,0,49
"For transcribed recordings, subtitles display when playing back audio.",32,0,70
Show available goals,32,0,20
user can search for and add prompts created by others,24,0,53
user can publish an album as a podcast,16,0,38
Album CRUD,8,0,10
Assign session to album,8,0,23
Integration with Stripe,120,0,23
Data backups on Dropbox,40,0,23
user can save their audio recordings to their phone,32,0,51
Data backups on iCloud,40,0,22
user can invite people for access to a shared album,16,0,51
Project Setup,8,0,13
Login,8,0,5
user can search and filter on their timelines,16,0,45
Accept/Reject album invitations,8,0,31
Authorization,8,0,13
User Roles,16,0,10
Register User,8,0,13
Upload audio files,16,0,18
Save video transcription,8,0,24
user can add tags to their posts,16,0,32
User Roles,16,0,10
Authorization,8,0,13
Transcription Crud,16,0,18
user can upgrade to paid plan,8,0,29
user can invite friends to receive credits to minutes,8,0,53
Achievements Goals,32,0,18
Achievements Show My Goals,16,0,26
Profile update,8,0,14
user can upgrade a specific album,8,0,33
Search in global feed,16,0,21
User prompts CRUD,16,0,17
Rate content,8,0,12
user can export their audio recordings and transcripts in bulk,40,0,62
user can publish an album as a podcast,40,0,38
user can update the meta fields for their podcast,16,0,49
"For transcribed recordings, subtitles display when playing back audio.",40,0,70
"user can edit their recordings with basic audio editing tools. (cut, trim, spead)",40,0,81
Earn new badges,40,0,15
Deploy to production,8,0,20
user can create their own journeys (series of prompts),32,0,54
Send push notifications,24,0,23
Data backups on AWS S3,40,0,22
usage statistics (total recordings by month),16,0,44
"I can view, search, filter non-private content",40,0,46
Login for admins,8,0,16
Web App layout,16,0,14
I can add / remove minutes to accounts,32,0,38
List and Search registered users,16,0,32
Show User details,16,0,17
I can change the quotes of record minutes by account levels,32,0,59
I can change the quotas of transcription minutes by account level,32,0,65
I can issue alerts/messages to all or targeted users,16,0,52
Project Setup,8,0,13
usage statistics (total new accounts per month),16,0,47
Deploy to production,8,0,20
PM Level 1,92,0,10
PM Level 2,42,0,10
PM Level 3,9,0,10
PM Admin Site,7,0,13
QA Level 1,224,0,10
QA Level 2,100,0,10
QA Level 3,200,0,10
QA Admin Site,80,0,13
